date,gross,idx
2005-01-03,1.0,1.0
2005-01-04,1.0,0.9819197176432124
2005-01-05,1.0,0.9699876149427136
2005-01-06,1.0,0.9735904788722922
2005-01-07,1.0,0.9703942372509201
2005-01-10,1.0,0.9759024609161551
2005-01-11,1.0,0.9672814433491247
2005-01-12,1.0,0.9725329775848789
2005-01-13,1.0,0.9698281083091813
2005-01-14,1.0,0.9785688190674059
2005-01-18,1.0,0.9883467207513786
2005-01-19,1.0,0.9798641894307258
2005-01-20,1.0,0.97111730333566
2005-01-21,1.0,0.9682361034921487
2005-01-24,1.0,0.9594340447953253
2005-01-25,1.0,0.9624139614718841
2005-01-26,1.0,0.9722563891696548
2005-01-27,1.0,0.9757925739916314
2005-01-28,1.0,0.9728257720222405
2005-01-31,1.0,0.9863686902698234
2005-02-01,1.0,0.9941967602156664
2005-02-02,1.0,0.9997279079603295
2005-02-03,1.0,0.9975407881826965
2005-02-04,1.0,1.010014334845646
2005-02-07,1.0,1.0079118530821545
2005-02-08,1.0,1.0089437355131614
2005-02-09,1.0,0.9965626600020914
2005-02-10,1.0,1.0007780617399276
2005-02-11,1.0,1.0120726126970851
2005-02-14,1.0,1.014047921257716
2005-02-15,1.0,1.0160510949438086
2005-02-16,1.0,1.0197500458251076
2005-02-17,1.0,1.0127254366236809
2005-02-18,1.0,1.0128321708173174
2005-02-22,1.0,0.9987019627012079
2005-02-23,1.0,1.0031323945417714
2005-02-24,1.0,1.0131196990753706
2005-02-25,1.0,1.0260013361464775
2005-02-28,1.0,1.0199827986040955
2005-03-01,1.0,1.0260045458763205
2005-03-02,1.0,1.0256909084752859
2005-03-03,1.0,1.0264220750448694
2005-03-04,1.0,1.036016615469156
2005-03-07,1.0,1.0388838496967276
2005-03-08,1.0,1.032405911797488
2005-03-09,1.0,1.0220864858121046
2005-03-10,1.0,1.0179922782883397
2005-03-11,1.0,1.0161844544418648
2005-03-14,1.0,1.0219714754054696
2005-03-15,1.0,1.0165552165650813
2005-03-16,1.0,1.0083633307795012
2005-03-17,1.0,1.0121772281389247
2005-03-18,1.0,1.0087723043844656
2005-03-21,1.0,1.0058827333367095
2005-03-22,1.0,0.9995038144279446
2005-03-23,1.0,0.9927976533391515
2005-03-24,1.0,0.9960262983368348
2005-03-28,1.0,0.993517928400496
2005-03-29,1.0,0.9786858355772302
2005-03-30,1.0,0.9933907997627823
2005-03-31,1.0,0.9978114279891245
2005-04-01,1.0,0.9946287026933507
2005-04-04,1.0,0.9949010071072218
2005-04-05,1.0,0.9966600549056795
2005-04-06,1.0,1.00056924296872
2005-04-07,1.0,1.0067556576495869
2005-04-08,1.0,0.9981039171107164
2005-04-11,1.0,0.9953096707601533
2005-04-12,1.0,1.0009098981891142
2005-04-13,1.0,0.9856747502544274
2005-04-14,1.0,0.9697083804233854
2005-04-15,1.0,0.9508181796682438
2005-04-18,1.0,0.9551803376074505
2005-04-19,1.0,0.9694070776042806
2005-04-20,1.0,0.9571002836811647
2005-04-21,1.0,0.9761323868224959
2005-04-22,1.0,0.966193872109024
2005-04-25,1.0,0.9769436091810537
2005-04-26,1.0,0.9672422388530613
2005-04-27,1.0,0.9653750220467853
2005-04-28,1.0,0.9493629253295517
2005-04-29,1.0,0.9570296404068925
2005-05-02,1.0,0.9641557855180064
2005-05-03,1.0,0.9635874644820096
2005-05-04,1.0,0.9791453729999711
2005-05-05,1.0,0.9803881126520233
2005-05-06,1.0,0.9831713545416048
2005-05-09,1.0,0.9908963472578349
2005-05-10,1.0,0.9813256463596773
2005-05-11,1.0,0.9837657357598111
2005-05-12,1.0,0.970676090730738
2005-05-13,1.0,0.9644027211782628
2005-05-16,1.0,0.9739191397941845
2005-05-17,1.0,0.9810156540472172
2005-05-18,1.0,0.996839918337862
2005-05-19,1.0,1.0027051216571117
2005-05-20,1.0,1.0011871659402056
2005-05-23,1.0,1.0073300164069166
2005-05-24,1.0,1.0090162097240156
2005-05-25,1.0,1.0034078184687436
2005-05-26,1.0,1.0129998442489792
2005-05-27,1.0,1.0183008906780058
2005-05-31,1.0,1.0174439987629949
2005-06-01,1.0,1.0261355556425784
2005-06-02,1.0,1.0301639032299774
2005-06-03,1.0,1.0252106771229708
2005-06-06,1.0,1.0270252362004626
2005-06-07,1.0,1.0268712142304839
2005-06-08,1.0,1.0234798897332773
2005-06-09,1.0,1.031075218303127
2005-06-10,1.0,1.031434595294479
2005-06-13,1.0,1.036343757606825
2005-06-14,1.0,1.0414403554996539
2005-06-15,1.0,1.0456851811531116
2005-06-16,1.0,1.0558360726500389
2005-06-17,1.0,1.0600110729065348
2005-06-20,1.0,1.0582013629714067
2005-06-21,1.0,1.0560043495933482
2005-06-22,1.0,1.0580692864918915
2005-06-23,1.0,1.0474320025316655
2005-06-24,1.0,1.0403842378015646
2005-06-27,1.0,1.0382982318560128
2005-06-28,1.0,1.0521306697467387
2005-06-29,1.0,1.0537758984439003
2005-06-30,1.0,1.0501546623222051
2005-07-01,1.0,1.0549761663933372
2005-07-05,1.0,1.0648048056370834
2005-07-06,1.0,1.0614858861357428
2005-07-07,1.0,1.0646165584850094
2005-07-08,1.0,1.0801084301833392
2005-07-11,1.0,1.0918811147156242
2005-07-12,1.0,1.0945125602994288
2005-07-13,1.0,1.0927304987641586
2005-07-14,1.0,1.0909729061272129
2005-07-15,1.0,1.0926823668467411
2005-07-18,1.0,1.089147824256374
2005-07-19,1.0,1.101212667014352
2005-07-20,1.0,1.1118965746569667
2005-07-21,1.0,1.1033279570862555
2005-07-22,1.0,1.1114575734808214
2005-07-25,1.0,1.10461016351729
2005-07-26,1.0,1.1083063511731326
2005-07-27,1.0,1.111253442555158
2005-07-28,1.0,1.1232930177578595
2005-07-29,1.0,1.1201958553793367
2005-08-01,1.0,1.1243516568599943
2005-08-02,1.0,1.1330740073431451
2005-08-03,1.0,1.13256901988812
2005-08-04,1.0,1.1213533709806771
2005-08-05,1.0,1.1098400535828181
2005-08-08,1.0,1.1046734359050225
2005-08-09,1.0,1.1090061356223826
2005-08-10,1.0,1.1108335933683053
2005-08-11,1.0,1.120254023802111
2005-08-12,1.0,1.1152822063059153
2005-08-15,1.0,1.1200441226378604
2005-08-16,1.0,1.1062681695580179
2005-08-17,1.0,1.1047303203876742
2005-08-18,1.0,1.1003412049884782
2005-08-19,1.0,1.1037231868586506
2005-08-22,1.0,1.1077569409979606
2005-08-23,1.0,1.1053456078848467
2005-08-24,1.0,1.102555755087303
2005-08-25,1.0,1.106536858901207
2005-08-26,1.0,1.0977678083822309
2005-08-29,1.0,1.10593746559248
2005-08-30,1.0,1.1037302893835765
2005-08-31,1.0,1.120501477001268
2005-09-01,1.0,1.1244946422550568
2005-09-02,1.0,1.120406580196192
2005-09-06,1.0,1.1338927126255522
2005-09-07,1.0,1.1395956628611525
2005-09-08,1.0,1.1356650287255716
2005-09-09,1.0,1.1450908003745768
2005-09-12,1.0,1.1471823719168746
2005-09-13,1.0,1.1390391563540185
2005-09-14,1.0,1.1333968660161922
2005-09-15,1.0,1.1320472271455406
2005-09-16,1.0,1.1400623937006527
2005-09-19,1.0,1.1354749979005532
2005-09-20,1.0,1.1269589083434266
2005-09-21,1.0,1.1140012091570453
2005-09-22,1.0,1.1148243906357942
2005-09-23,1.0,1.1198062062460366
2005-09-26,1.0,1.1266241341995586
2005-09-27,1.0,1.1262284110707745
2005-09-28,1.0,1.1274370695647054
2005-09-29,1.0,1.1382326823576001
2005-09-30,1.0,1.1459303451346199
2005-10-03,1.0,1.149313023537257
